Application Number,Filing Date,Mark Name,Trademark Description,Goods and Services,Applicant Name,Applicant Country,Trademark Image URL,Status,Expiry Date
T0400114F,2004-01-07,ignatius wong,,Amplifiers; amplifying tubes; amplifying valves; amusement apparatus adapted for use with television receivers only; answering machines; audiovisual teaching apparatus; cables (fibre [fiber (Am.)] optic-); cinematographic cameras; cameras [photography]; capillary tubes; cases especially made for photographic apparatus and instruments; cassette players; central processing units [processors]; cinematographic cameras; apparatus for editing cinematographic film; cinematographic film [exposed]; compact disc players; compact discs [audio-video]; compact dics [read-only memory]; editing appliances for cinematographic films; fluorescent screens; fuse wire; apparatus for games adapted for use with television receivers only; loudspeakers; magnetic data media; magnetic tapes; microphones; optical apparatus and instruments; radio pagers; radios; vehicle radios; remote control apparatus; sound recording apparatus; sound recording carriers; sound recording discs; sound recording strips; sound reproduction apparatus; sound transmitting apparatus; sounding apparatus and machines; telephone apparatus; telephone receivers; telephone transmitters; telephone wires; television apparatus; transmitters [telecommunication]; transmitting sets [telecommunication]; video cassettes; video recorders; video screens; video telephones; videotapes; walkie-talkies.,IGNATIUS WAN CHIU WONG,United Kingdom,https://ipos-storage.data.gov.sg/trademarks/T0400114F/af19ca71-9359-4311-bc5c-6e382cb5b030/T0400114F.jpg,Removed,2014-01-07
T0400115D,2004-01-07,ignatius wong,,"Printed matter; printed publications; books; magazines; tickets; labels, not of textile; greeting cards; photographs; posters; stationery; stickers; booklets; cardboard articles; catalogues; paper sheets [stationery]; song books.",IGNATIUS WAN CHIU WONG,United Kingdom,https://ipos-storage.data.gov.sg/trademarks/T0400115D/f3d7e0c6-521b-45b4-9869-aa1dfd741285/T0400115D.jpg,Removed,2014-01-07
T0400116B,2004-01-07,hangout hang out,,Paper and paper articles included in Class 16; cardboard and cardboard articles; printed matter; newspapers and periodicals; magazines; brochures; posters; all included in Class 16.,Hangout Hotels International Pte Ltd,Singapore,https://ipos-storage.data.gov.sg/trademarks/T0400116B/f99cfa59-cc93-4430-abbb-ee637108a761/T0400116B.jpg,Removed,2014-01-07
T0400117J,2004-01-07,hangout hang out,,"Coasters, not of paper and other than table linen; cocktail stirrers; vases not of precious metal; candlesticks not of precious metals; crockery; plates; cups; mugs; saucers; utensils and containers; glassware; tableware [other than knives, forks and spoon] not of precious metals; porcelain; earthenware; combs; sponges; hairbrushes; comb cases; powder compacts; toilet cases; vanity cases; toothbrushes; dispensers (soap); trays; napkin rings; statues/statuettes of porcelain, terra-cotta or glass; all included in Class 21.",Hangout Hotels International Pte Ltd,Singapore,https://ipos-storage.data.gov.sg/trademarks/T0400117J/ba44be6f-a226-4d9d-a2dc-40d280e34c81/T0400117J.jpg,Removed,2014-01-07
T0400118I,2004-01-07,hangout hang out,,"Clothing, footwear, headgear; all included in Class 25.",Hangout Hotels International Pte Ltd,Singapore,https://ipos-storage.data.gov.sg/trademarks/T0400118I/0a0ec803-b72d-4fba-8857-2797a8db7008/T0400118I.jpg,Removed,2014-01-07
T0400119G,2004-01-07,hangout hang out,,"Arranging of travel services; travel agency and tourist agency services; arranging and conducting of travel tours; transportation and escorting of travellers; reservation services for transportation; seat reservations and booking of travel for passengers and for freight; arranging and organising of sightseeing tours and excursions; arranging of cruises; hire of vehicles for land, air and water; information services relating to travel; packaging and storage of goods; all included in Class 39.",Hangout Hotels International Pte Ltd,Singapore,https://ipos-storage.data.gov.sg/trademarks/T0400119G/3032d027-c443-4bb9-bd52-444c123280b4/T0400119G.jpg,Removed,2014-01-07
T0400120J,2004-01-07,hangout hang out,,Hotels; guesthouses; inns; hostels; preparation and provision of food and drinks; bar; cafe; restaurant; coffee bar; snack bar; wine bar and catering services; all included in Class 43.,Hangout Hotels International Pte Ltd,Singapore,https://ipos-storage.data.gov.sg/trademarks/T0400120J/e75c15e6-5005-451f-91fc-c1db5f655e18/T0400120J.jpg,Removed,2014-01-07
T0400121I,2004-01-07,clean burst,,Dental floss.,LG HOUSEHOLD & HEALTH CARE LTD.,Republic of Korea,https://ipos-storage.data.gov.sg/trademarks/T0400121I/5bac07c0-a6da-4450-b011-6628f26c9808/T0400121I.jpg,Registered,2024-01-07
T0400122G,2004-01-07,,,"Meat, fish, poultry and game, sea foods; fruits and vegetables, all being preserved, dried, cooked or processed; beans; canned fruits and canned vegetables; cherries, olives; cheese, dairy products; desserts, chilled desserts; dessert toppings; drinks made from dairy products; soups; sweet spreads, jams, marmalade, savoury spreads, vegetable extract spreads; pickles, salads; drinks, fillings; snack foods; prepared meals and constituents for meals; broth and broth concentrates; vegetable stock, meat stock, chicken stock, fish stock; proteinaceous substances; dips; all included in Class 29.","MARS, INCORPORATED",United States of America,https://ipos-storage.data.gov.sg/trademarks/T0400122G/f87c150b-405f-491a-806f-8a30c50999bc/T0400122G.jpg,Removed,2014-01-07
T0400123E,2004-01-07,,,"Rice, pasta, noodles; meals made predominantly from rice, pasta or noodles; cereals and cereal preparations; rice cakes, rice crackers; tea, coffee, cocoa; coffee essence, coffee extracts, mixtures of coffee and chicory, chicory and chicory mixtures, all for use as substitutes for coffee; non-medicated confectionery; pastries, cakes, biscuits, crackers, crispbread; icing for cakes, icing powder, icing sugar; ices, ice cream, ice cream products, frozen confections, frozen yoghurt; desserts [ice cream], prepared desserts [chocolate based], mousses, sorbets; dessert toppings; bread; pastry; drinks in this class; capers; fillings in this class; snack foods; sweet pies, chocolate, chocolates, chocolate products, sauces including toppings for ice cream and desserts; sweet spreads, honey, treacle, maple syrup, savoury spreads, mustards, relishes, yeast extract spreads, prepared meals and constituents for meals; sauces, ketchup, tomato sauce, worcestershire sauce, mint sauce, barbecue sauce; gravy; pizza, pizza bases; cooking sauces; sauces and toppings for pizzas; sauces for pasta and rice; salad dressings; vinegar, vinaigrette, mayonnaise; dips; herbs, spices and seasonings, flavourings, marinades, condiments, couscous; salsa; all included in Class 30.","MARS, INCORPORATED",United States of America,https://ipos-storage.data.gov.sg/trademarks/T0400123E/3ba6e9a0-5f34-43af-a3a7-117d1a78f814/T0400123E.jpg,Removed,2014-01-07
T0400124C,2004-01-07,hp,,"Retail point-of-sale computer hardware and software; retail point-of-sale terminals, cash registers, receipt printers, barcode scanners, keyboards, credit card readers, electronic remote displays and touch screen monitors.",HP Hewlett Packard Group LLC,United States of America,https://ipos-storage.data.gov.sg/trademarks/T0400124C/6af49863-977a-41ac-9fa9-70afa5d64b64/T0400124C.jpg,Registered,2023-07-10
T0400125A,2004-01-07,energy series,,Roller chains for machines; conveyor chains for machines.,"U.S. TSUBAKI, INC.",United States of America,https://ipos-storage.data.gov.sg/trademarks/T0400125A/983d2514-1f5f-40bb-a2e5-70e67128ad9d/T0400125A.jpg,Registered,2024-01-07
T0400126Z,2004-01-07,idconnect id connect,,"Publication of books, electronic books, on-line journals, magazines, newsletters, and other texts (other than publicity texts), consumer education information, recreation information; online publication of books; magazines and newsletters via the internet and electronic mail; instruction services.",ID CONNECT.COM PTE LTD,Singapore,https://ipos-storage.data.gov.sg/trademarks/T0400126Z/660948d9-381a-4d4f-b49c-5313ffa775fe/T0400126Z.jpg,Removed,2014-01-07
T0400127H,2004-01-07,hp,,"Retail point-of-sale computer hardware and software; retail point-of-sale terminals, cash registers, receipt printers, barcode scanners, keyboards, credit card readers, electronic remote displays and touch screen monitors.",HP Hewlett Packard Group LLC,United States of America,https://ipos-storage.data.gov.sg/trademarks/T0400127H/47321f54-20be-4f31-b08c-19a351e0b1cd/T0400127H.jpg,Registered,2023-07-10
T0400128F,2004-01-07,cordymil,,Milk; processed milk; milk beverages [milk predominating]; milk products; processed milk products; milk powder; yoghurt.,AURIC PACIFIC GROUP LIMITED,Singapore,https://ipos-storage.data.gov.sg/trademarks/T0400128F/63471a44-f64a-4509-8182-49bb5f4695bb/T0400128F.jpg,Removed,2014-01-07
T0400129D,2004-01-07,,,Milk; processed milk; milk beverages [milk predominating]; milk products; processed milk products; milk powder; yoghurt.,AURIC PACIFIC GROUP LIMITED,Singapore,https://ipos-storage.data.gov.sg/trademarks/T0400129D/a091fa0a-b990-4eb3-869d-3f7a5b9e3300/T0400129D.jpg,Removed,2014-01-07
T0400130H,2004-01-07,twin cows,,Milk; processed milk; milk beverages [milk predominating]; milk products; processed milk products; milk powder; yoghurt.,DKSH SINGAPORE PTE. LTD.,Singapore,https://ipos-storage.data.gov.sg/trademarks/T0400130H/03f0f849-fe3d-4b17-8e36-578a628b5cdf/T0400130H.jpg,Registered,2024-01-07
T0400131F,2004-01-07,twin cows cordymil,,Milk; processed milk; milk beverages [milk predominating]; milk products; processed milk products; milk powder; yoghurt.,AURIC PACIFIC GROUP LIMITED,Singapore,https://ipos-storage.data.gov.sg/trademarks/T0400131F/64536bdc-3a62-42ab-b1eb-75f4bcd73042/T0400131F.jpg,Removed,2014-01-07
T0400048D,2004-01-08,valuesourcing value sourcing,,Business advisory services relating to sourcing.,PRICEWATERHOUSECOOPERS,Singapore,https://ipos-storage.data.gov.sg/trademarks/T0400048D/6ff13877-eb5a-4ce7-a84e-96595de115f0/T0400048D.jpg,Abandoned ,
T0400051D,2004-01-08,yeah,,Academies [education]; arranging and conducting of conferences; arranging and conducting of seminars; arranging and conducting of workshops [training]; books (publication of -); club services [entertainment or education]; competitions (organization of - education or entertainment); conferences (arranging and conducting of -); correspondence courses; education information; educational examination; educational services; entertainment; organization of competitions [education or entertainment]; organization of exhibitions for cultural or educational purposes; production (videotape film -); publication of books; seminars (arranging and condcuting of -); teaching; workshops (arranging and conducting of -); [training].,NOVELTY YOUTH VENTURES PTE LTD,Singapore,https://ipos-storage.data.gov.sg/trademarks/T0400051D/9e1e8403-2f98-4cf8-981c-50d4116ee275/T0400051D.jpg,Abandoned ,
T0400052B,2004-01-08,s s-net freight,,Provide freight services; provide global air and ocean freight transportation; and provision of logistics management [transportation].,S-NET FREIGHT (HOLDINGS) PTE LTD,Singapore,https://ipos-storage.data.gov.sg/trademarks/T0400052B/a0a9ae79-4232-4b23-8039-a34fe5ac3ed9/T0400052B.jpg,Removed,2014-01-08
T0400053J,2004-01-08,pro-treatment,,"Polishing, shine and treatment product.",ALL-BIO INTERNATIONAL PTE LTD,Singapore,https://ipos-storage.data.gov.sg/trademarks/T0400053J/61c79163-0460-48f8-bc34-3ad47898a2bf/T0400053J.jpg,Abandoned ,
T0400054I,2004-01-08,indulge:nce escape enjoy enrich,,Club services [entertainmnet or education].,COMMARQUE,Singapore,https://ipos-storage.data.gov.sg/trademarks/T0400054I/039a52db-f204-4303-8aee-a82c22024e35/T0400054I.jpg,Removed,2014-01-08
T0400055G,2004-01-08,fun fit,,"Skirts, pants, tights, leotards, shorts, dresses, swimsuits, brassieres and hats.",FUNFIT INTERNATIONAL PTE LTD,Singapore,https://ipos-storage.data.gov.sg/trademarks/T0400055G/92a4c7a1-40e5-4df5-a0a3-160c4af4c217/T0400055G.jpg,Registered,2024-01-08
T0400132D,2004-01-08,fitness line,,Bar-bells [exercise]; balls for games; stationary exercise bicycles; body-building apparatus [exercise]; body-training apparatus [exercise]; boxing gloves; chest expanders [exercise]; dumb-bells; rollers for stationary exercise bicycles; punching bags and weight lifting belts [sports articles]; all included in Class 28.,RADHA EXPORTS PTE LTD,Singapore,https://ipos-storage.data.gov.sg/trademarks/T0400132D/684707c0-713d-49bf-ad86-75dd4f7b78a8/T0400132D.jpg,Registered,2024-01-08
T0400133B,2004-01-08,tip top maid we care...we deliver!,,"Maid agencies, being personal services to meet individual needs, all included in Class 45.",TIPTOP CORPORATION PTE LTD,Singapore,https://ipos-storage.data.gov.sg/trademarks/T0400133B/017afde6-fdae-4fda-a23f-dd6d8880f0f9/T0400133B.jpg,Abandoned ,
T0400134J,2004-01-08,aloha,,Agricultural products (unprocessed); fresh fruits.,LAPANDAY FOODS CORPORATION,Philippines,https://ipos-storage.data.gov.sg/trademarks/T0400134J/f50dd0d6-7a43-4550-84e7-1aef048e1828/T0400134J.jpg,Removed,2014-01-08
T0400135I,2004-01-08,estrella premium bananas,,Agricultural products (unprocessed); fresh fruits.,LAPANDAY FOODS CORPORATION,Philippines,https://ipos-storage.data.gov.sg/trademarks/T0400135I/5e94a4e2-c2cd-41e4-9f51-99c1cfbb3953/T0400135I.jpg,Removed,2014-01-08
T0400136G,2004-01-08,honey pines,,Agricultural products (unprocessed); fresh fruits.,LAPANDAY FOODS CORPORATION,Philippines,https://ipos-storage.data.gov.sg/trademarks/T0400136G/b3c06c2b-751e-4877-b837-e10e7ce4f3da/T0400136G.jpg,Registered,2024-01-08
T0400137E,2004-01-08,elmeilo,,Wallets; keycases; briefcases; trunks; handbags; purses; travelling bags; school bags; backpacks; belts made of leather; umbrellas; leather cases to hold passports; furniture coverings made of leather; leather cases for car seats; all included in Class 18.,CICCARELLO (M) SDN. BHD.,Malaysia,https://ipos-storage.data.gov.sg/trademarks/T0400137E/b5ddf15a-9d64-47b3-a704-ad4553ad0f59/T0400137E.jpg,Registered,2024-01-08
T0400138C,2004-01-08,elmeilo,,Belts for clothing; gentlemen and ladies' sportswear; t-shirts; footwear; jeans and jackets; all included in Class 25.,CICCARELLO (M) SDN. BHD.,Malaysia,https://ipos-storage.data.gov.sg/trademarks/T0400138C/c8fe64da-f52e-484c-a60b-029ed4180392/T0400138C.jpg,Registered,2024-01-08
T0400139A,2004-01-08,yc yescanda,,Wallets; keycases; briefcases; trunks; handbags; purses; travelling bags; school bags; backpacks; belts made of leather; umbrellas; passport holders; furniture coverings made of leather; leather cases for car seats; all included in Class 18.,CICCARELLO (M) SDN. BHD.,Malaysia,https://ipos-storage.data.gov.sg/trademarks/T0400139A/daec3763-26ae-4b83-8a0c-444abce3a949/T0400139A.jpg,Registered,2024-01-08
T0400140E,2004-01-08,maquilift,,Cosmetics and make-up preparations.,LANCOME PARFUMS ET BEAUTE & CIE,France,https://ipos-storage.data.gov.sg/trademarks/T0400140E/78e832a9-8e72-4257-9c0d-c01f7eaf7142/T0400140E.jpg,Removed,2014-01-08
T0400141C,2004-01-08,yc yescanda,,Belts for clothing; gentlemen and ladies' sportswear; t-shirts; footwear; jeans and jackets; all included in Class 25.,CICCARELLO (M) SDN. BHD.,Malaysia,https://ipos-storage.data.gov.sg/trademarks/T0400141C/5968195a-488e-4289-ae38-d9fa4173cc0e/T0400141C.jpg,Registered,2024-01-08
